Cancer Type,Pathway,F-statistic,p-value,Higher in
Renal Cell Carcinoma,Metabolism Of Nucleotides R-HSA-15869,27.901629447060827,3.063776452064136e-06,Renal Cell Carcinoma
Renal Cell Carcinoma,Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,10.774923036766719,0.0019229497251764779,Other Types
Renal Cell Carcinoma,Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,11.025964270040664,0.0017223026819250537,Other Types
Renal Cell Carcinoma,Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,16.60279827567318,0.0001719991977788625,Other Types
Renal Cell Carcinoma,RAC1 GTPase Cycle R-HSA-9013149,17.23414347584915,0.0001345562052720674,Other Types
Renal Cell Carcinoma,COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434,23.139732203416234,1.5329493957623836e-05,Other Types
Renal Cell Carcinoma,ER To Golgi Anterograde Transport R-HSA-199977,12.589202559405319,0.0008790778366559348,Other Types
Renal Cell Carcinoma,G1/S Transition R-HSA-69206,18.66364381804925,7.795957226983085e-05,Other Types
Renal Cell Carcinoma,"Platelet Activation, Signaling And Aggregation R-HSA-76002",17.014981552543063,0.00014648002043443062,Other Types
Renal Cell Carcinoma,Signaling By Rho GTPases R-HSA-194315,11.706971874496295,0.001281262510662871,Other Types
Renal Cell Carcinoma,Programmed Cell Death R-HSA-5357801,21.656197715149062,2.5939544962838138e-05,Other Types
Renal Cell Carcinoma,Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,13.846162660573214,0.0005201038605445149,Other Types
Renal Cell Carcinoma,PIP3 Activates AKT Signaling R-HSA-1257604,19.306485372766556,6.126034728907759e-05,Other Types
Renal Cell Carcinoma,Formation Of ATP By Chemiosmotic Coupling R-HSA-163210,20.588356110003865,3.81752518551738e-05,Renal Cell Carcinoma
Renal Cell Carcinoma,Signaling By NOTCH R-HSA-157118,7.62840603844303,0.008118211536979685,Other Types
Renal Cell Carcinoma,mRNA Splicing - Major Pathway R-HSA-72163,10.507326696997342,0.0021641532649608742,Other Types
Renal Cell Carcinoma,Mitotic G1 Phase And G1/S Transition R-HSA-453279,16.49599598562094,0.00017934307915018166,Other Types
Renal Cell Carcinoma,PTEN Regulation R-HSA-6807070,12.842682932149382,0.0007899217974034092,Other Types
Renal Cell Carcinoma,RAC3 GTPase Cycle R-HSA-9013423,22.94858836420727,1.6393111945654427e-05,Other Types
Renal Cell Carcinoma,Signaling By WNT R-HSA-195721,6.100221441575912,0.017123405536550885,Other Types
Renal Cell Carcinoma,Cyclin E Associated Events During G1/S Transition R-HSA-69202,13.585710860575253,0.0005792165198276898,Other Types
Renal Cell Carcinoma,TCF Dependent Signaling In Response To WNT R-HSA-201681,10.379562319847963,0.002290361358778528,Other Types
Renal Cell Carcinoma,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",11.923357899957573,0.001167402080059583,Other Types
Renal Cell Carcinoma,EPH-Ephrin Signaling R-HSA-2682334,5.064909794059659,0.029033276654786253,Other Types
Renal Cell Carcinoma,Mitochondrial Translation R-HSA-5368287,37.19764153019926,1.7699196054177724e-07,Renal Cell Carcinoma
Renal Cell Carcinoma,RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236,12.771116998158153,0.0008140884660182928,Other Types
Renal Cell Carcinoma,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,7.083417986521167,0.010550987962775961,Other Types
Renal Cell Carcinoma,Muscle Contraction R-HSA-397014,12.682471522952094,0.0008451030671832405,Other Types
Renal Cell Carcinoma,RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,5.01743312832036,0.029759827381425862,Other Types
Renal Cell Carcinoma,Transport To Golgi And Subsequent Modification R-HSA-948021,12.033005597924701,0.0011138133762635615,Other Types
Renal Cell Carcinoma,mRNA Splicing R-HSA-72172,9.949296740029654,0.002775568535751983,Other Types
Renal Cell Carcinoma,Cell Cycle Checkpoints R-HSA-69620,17.963475203496834,0.00010167745606855541,Other Types
Renal Cell Carcinoma,COPI-mediated Anterograde Transport R-HSA-6807878,18.997762869632066,6.875634974612806e-05,Other Types
Renal Cell Carcinoma,Death Receptor Signaling R-HSA-73887,7.478086295414216,0.008723188040017258,Other Types
Renal Cell Carcinoma,KEAP1-NFE2L2 Pathway R-HSA-9755511,5.1293237236834495,0.02807792404330008,Other Types
Renal Cell Carcinoma,Apoptosis R-HSA-109581,15.617213159077679,0.0002537814089483979,Other Types
Renal Cell Carcinoma,RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,13.223433476032168,0.0006734119856030449,Other Types
Renal Cell Carcinoma,MET Promotes Cell Motility R-HSA-8875878,14.255877988531083,0.0004395793982501576,Other Types
Renal Cell Carcinoma,Platelet Aggregation (Plug Formation) R-HSA-76009,13.195781402691878,0.0006812330176738127,Other Types
Renal Cell Carcinoma,Integrin Signaling R-HSA-354192,13.195781402691878,0.0006812330176738127,Other Types
Renal Cell Carcinoma,EPHB-mediated Forward Signaling R-HSA-3928662,18.44637953088157,8.46280527117881e-05,Other Types
Renal Cell Carcinoma,Endosomal Sorting Complex Required For Transport (ESCRT) R-HSA-917729,12.848430314613541,0.0007880139436764898,Other Types
Renal Cell Carcinoma,Protein Localization R-HSA-9609507,32.261190730892054,7.70042430087528e-07,Renal Cell Carcinoma
Renal Cell Carcinoma,Downstream Signal Transduction R-HSA-186763,15.650779969537425,0.00025041201360724065,Other Types
Renal Cell Carcinoma,Mitochondrial Translation Termination R-HSA-5419276,37.98259126096215,1.4126251348822256e-07,Renal Cell Carcinoma
Renal Cell Carcinoma,mRNA Splicing - Minor Pathway R-HSA-72165,8.393825726819347,0.005656681340493707,Other Types
Renal Cell Carcinoma,GPCR Downstream Signaling R-HSA-388396,15.381477109123951,0.000278823198096817,Other Types
Renal Cell Carcinoma,Signaling By GPCR R-HSA-372790,15.381477109123951,0.000278823198096817,Other Types
Renal Cell Carcinoma,Hemostasis R-HSA-109582,6.489743908658812,0.014108236068003722,Other Types
Renal Cell Carcinoma,Neutrophil Degranulation R-HSA-6798695,9.012789091283484,0.004246630220235491,Other Types
Renal Cell Carcinoma,Costimulation By CD28 Family R-HSA-388841,9.559182580534921,0.003309525108326213,Other Types
Renal Cell Carcinoma,Signaling By PDGF R-HSA-186797,10.129868551774733,0.002559921018698784,Other Types
Renal Cell Carcinoma,Budding And Maturation Of HIV Virion R-HSA-162588,15.302502481408268,0.00028778054548963584,Other Types
Renal Cell Carcinoma,RHO GTPase Effectors R-HSA-195258,17.887845855813232,0.0001046573007664943,Other Types
Renal Cell Carcinoma,Nucleotide Biosynthesis R-HSA-8956320,10.585048193426521,0.002090978583467047,Renal Cell Carcinoma
Renal Cell Carcinoma,P75 NTR Receptor-Mediated Signaling R-HSA-193704,5.559652370512561,0.0225019174695202,Other Types
Renal Cell Carcinoma,RHOU GTPase Cycle R-HSA-9013420,26.118879664820838,5.524439718236632e-06,Other Types
Renal Cell Carcinoma,Mitochondrial Translation Initiation R-HSA-5368286,38.424709907222024,1.2453267119417052e-07,Renal Cell Carcinoma
Renal Cell Carcinoma,Metabolism Of Vitamins And Cofactors R-HSA-196854,43.66886374189127,2.933980357371876e-08,Renal Cell Carcinoma
Renal Cell Carcinoma,CDC42 GTPase Cycle R-HSA-9013148,18.054538040920697,9.820688036950387e-05,Other Types
Renal Cell Carcinoma,Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,17.224712952980965,0.00013504778244262432,Renal Cell Carcinoma
Renal Cell Carcinoma,G2/M Checkpoints R-HSA-69481,7.356606618078276,0.009247019429150922,Other Types
Renal Cell Carcinoma,Mitochondrial Translation Elongation R-HSA-5389840,30.971381840660026,1.1487993427229177e-06,Renal Cell Carcinoma
Renal Cell Carcinoma,Cell-Cell Communication R-HSA-1500931,18.955668862843677,6.985040484580046e-05,Other Types
Renal Cell Carcinoma,RAC2 GTPase Cycle R-HSA-9013404,25.28611604502995,7.314623315725066e-06,Other Types
Renal Cell Carcinoma,p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708,10.177008428127353,0.00250658107129971,Other Types
Renal Cell Carcinoma,Infectious Disease R-HSA-5663205,5.413892848070122,0.024244229928726872,Other Types
Renal Cell Carcinoma,Sphingolipid De Novo Biosynthesis R-HSA-1660661,9.101517888154373,0.004077170988350383,Other Types
Renal Cell Carcinoma,CD28 Co-Stimulation R-HSA-389356,11.601834942929129,0.001340742478080164,Other Types
Renal Cell Carcinoma,rRNA Processing In Mitochondrion R-HSA-8868766,7.121013229796696,0.010360503394237903,Renal Cell Carcinoma
Renal Cell Carcinoma,Signaling To ERKs R-HSA-187687,10.745356863857374,0.001948150807802867,Other Types
Renal Cell Carcinoma,RHOJ GTPase Cycle R-HSA-9013409,10.021327661403722,0.0026873361810250654,Other Types
Renal Cell Carcinoma,Influenza Infection R-HSA-168255,10.421504855338407,0.0022480963630184744,Other Types
Renal Cell Carcinoma,"PTK6 Regulates RHO GTPases, RAS GTPase And MAP Kinases R-HSA-8849471",4.465391070316293,0.03981342476410444,Other Types
Renal Cell Carcinoma,Cell Junction Organization R-HSA-446728,17.791734764632466,0.00010857650995236671,Other Types
Renal Cell Carcinoma,HCMV Late Events R-HSA-9610379,8.58721660410993,0.005169377586486993,Other Types
Renal Cell Carcinoma,tRNA Modification In Nucleus And Cytosol R-HSA-6782315,5.396358320131884,0.024463394104263556,Renal Cell Carcinoma
Renal Cell Carcinoma,XBP1(S) Activates Chaperone Genes R-HSA-381038,19.675249611315852,5.341201822896895e-05,Other Types
Renal Cell Carcinoma,IRE1alpha Activates Chaperones R-HSA-381070,19.675249611315852,5.341201822896895e-05,Other Types
Renal Cell Carcinoma,Smooth Muscle Contraction R-HSA-445355,21.575382944003092,2.6703101257941158e-05,Other Types
Renal Cell Carcinoma,Late Endosomal Microautophagy R-HSA-9615710,14.625269958569183,0.0003781626731782382,Other Types
Renal Cell Carcinoma,Glyoxylate Metabolism And Glycine Degradation R-HSA-389661,20.99294845903699,3.294986900159556e-05,Renal Cell Carcinoma
Renal Cell Carcinoma,Nuclear Envelope (NE) Reassembly R-HSA-2995410,14.111377537732658,0.00046637377977410755,Other Types
Renal Cell Carcinoma,Viral Messenger RNA Synthesis R-HSA-168325,6.074860134300283,0.01734224749907226,Other Types
Renal Cell Carcinoma,Mitotic Prophase R-HSA-68875,7.122836328649493,0.010351359673101947,Other Types
Renal Cell Carcinoma,Nuclear Envelope Breakdown R-HSA-2980766,11.085375826618707,0.0016781210261692474,Other Types
Renal Cell Carcinoma,"Cell Cycle, Mitotic R-HSA-69278",12.487790002343903,0.0009176515369394959,Other Types
Renal Cell Carcinoma,Metabolism R-HSA-1430728,75.5316541298225,2.030637255604313e-11,Renal Cell Carcinoma
Renal Cell Carcinoma,Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,4.090359342737513,0.048719538613504386,Other Types
Renal Cell Carcinoma,Signaling By FGFR2 R-HSA-5654738,7.443718702160533,0.00886811129569751,Other Types
Renal Cell Carcinoma,Signaling By FGFR R-HSA-190236,6.93090842390907,0.011362758062284437,Other Types
Renal Cell Carcinoma,Heme Biosynthesis R-HSA-189451,26.86941676276506,4.302225513784918e-06,Renal Cell Carcinoma
Renal Cell Carcinoma,Metabolism Of Porphyrins R-HSA-189445,26.86941663565762,4.302225694977938e-06,Renal Cell Carcinoma
Renal Cell Carcinoma,Neddylation R-HSA-8951664,17.129585889575512,0.00014011277537077563,Other Types
Renal Cell Carcinoma,rRNA Modification In Mitochondrion R-HSA-6793080,12.649527066743598,0.0008569434036771442,Renal Cell Carcinoma
Renal Cell Carcinoma,RHOG GTPase Cycle R-HSA-9013408,9.81466481463664,0.0029487691603407216,Other Types
Renal Cell Carcinoma,Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236,6.37558241038667,0.014928386594832291,Other Types
Renal Cell Carcinoma,FCERI Mediated MAPK Activation R-HSA-2871796,8.558428850181928,0.005239010730089475,Other Types
Renal Cell Carcinoma,MET Activates RAP1 And RAC1 R-HSA-8875555,8.621607324037889,0.005087472137504413,Other Types
Renal Cell Carcinoma,Drug ADME R-HSA-9748784,21.931429997990577,2.3505791492860794e-05,Renal Cell Carcinoma
Renal Cell Carcinoma,Prolonged ERK Activation Events R-HSA-169893,18.38829648257783,8.65100052779028e-05,Other Types
Renal Cell Carcinoma,Immune System R-HSA-168256,7.567173369986246,0.00835909516100221,Other Types
Renal Cell Carcinoma,Signaling By FGFR In Disease R-HSA-1226099,11.223359046528838,0.0015800452355332786,Other Types
Renal Cell Carcinoma,APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048,15.988835871701605,0.0002189772291934419,Other Types
Renal Cell Carcinoma,Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,23.910225275750843,1.1720964244663219e-05,Other Types
Renal Cell Carcinoma,Netrin-1 Signaling R-HSA-373752,15.748047466448002,0.00024091039638221223,Other Types
Renal Cell Carcinoma,RHOV GTPase Cycle R-HSA-9013424,17.868719925927262,0.00010542525214215012,Other Types
Renal Cell Carcinoma,Phosphorylation Of APC/C R-HSA-176412,21.877552818678172,2.396270082453859e-05,Other Types
Renal Cell Carcinoma,Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817,15.823440454373705,0.00023380567894416328,Renal Cell Carcinoma
Renal Cell Carcinoma,Citric Acid Cycle (TCA Cycle) R-HSA-71403,24.911127701735634,8.309595098389532e-06,Renal Cell Carcinoma
Renal Cell Carcinoma,Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407,21.41958891767936,2.824209720275961e-05,Other Types
Renal Cell Carcinoma,Diseases Of Mitotic Cell Cycle R-HSA-9675126,17.598646625535533,0.00011692153046518545,Other Types
Renal Cell Carcinoma,Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,17.598646625535533,0.00011692153046518545,Other Types
Renal Cell Carcinoma,Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,15.954865241383741,0.00022194042218093418,Renal Cell Carcinoma
Renal Cell Carcinoma,EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,11.00292779911808,0.0017397615528720756,Other Types
Renal Cell Carcinoma,Ubiquinol Biosynthesis R-HSA-2142789,9.025029146966354,0.004222817856609318,Renal Cell Carcinoma
Renal Cell Carcinoma,DCC Mediated Attractive Signaling R-HSA-418885,14.374129310355,0.00041885422616537687,Other Types
Renal Cell Carcinoma,Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383,25.71265758907708,6.332351820192136e-06,Other Types
Renal Cell Carcinoma,mTORC1-mediated Signaling R-HSA-166208,16.19780664504675,0.00020163721299173724,Other Types
Renal Cell Carcinoma,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,18.536229763906515,8.180070666612106e-05,Other Types
Renal Cell Carcinoma,Signaling By RAF1 Mutants R-HSA-9656223,8.919538117644587,0.004432766965357822,Other Types
Renal Cell Carcinoma,Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948,8.919538117644587,0.004432766965357822,Other Types
Renal Cell Carcinoma,Semaphorin Interactions R-HSA-373755,11.375657131438825,0.0014787558527009912,Other Types
Renal Cell Carcinoma,G Alpha (I) Signaling Events R-HSA-418594,13.025549175355028,0.000731528302205577,Other Types
Renal Cell Carcinoma,G Alpha (12/13) Signaling Events R-HSA-416482,6.3026108327356996,0.015479160732445676,Other Types
Renal Cell Carcinoma,PRC2 Methylates Histones And DNA R-HSA-212300,13.489221312050445,0.0006028693539131917,Renal Cell Carcinoma
Renal Cell Carcinoma,Metabolism Of Cofactors R-HSA-8978934,10.379033482994064,0.002290899571629174,Renal Cell Carcinoma
Renal Cell Carcinoma,Unfolded Protein Response (UPR) R-HSA-381119,13.56563037862229,0.0005840574558256928,Other Types
Renal Cell Carcinoma,Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328,16.758583229471736,0.00016184665291056358,Other Types
Renal Cell Carcinoma,Frs2-mediated Activation R-HSA-170968,18.18605577621675,9.341164835860865e-05,Other Types
Renal Cell Carcinoma,YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785,25.95086247864379,5.844705043338423e-06,Other Types
Renal Cell Carcinoma,Erythropoietin Activates RAS R-HSA-9027284,9.177003660811643,0.003938624497696781,Other Types
Renal Cell Carcinoma,Signaling By FGFR2 In Disease R-HSA-5655253,5.430349006396274,0.024040461697624634,Other Types
Renal Cell Carcinoma,Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,17.018305563929147,0.00014629114180858245,Other Types
Renal Cell Carcinoma,Influenza Viral RNA Transcription And Replication R-HSA-168273,7.711551871336521,0.007802841747658339,Other Types
Renal Cell Carcinoma,Signaling By BRAF And RAF1 Fusions R-HSA-6802952,9.607429956683053,0.0032379901827124208,Other Types
Renal Cell Carcinoma,NRAGE Signals Death Thru JNK R-HSA-193648,7.100523555860839,0.010463861395211929,Other Types
Renal Cell Carcinoma,Transport Of Mature Transcript To Cytoplasm R-HSA-72202,7.696574357990702,0.007858677333259382,Other Types
Renal Cell Carcinoma,Transport Of SLBP Independent Mature mRNA R-HSA-159227,6.727417969240051,0.01255085272570782,Other Types
Renal Cell Carcinoma,Transport Of SLBP Dependant Mature mRNA R-HSA-159230,6.727417969240051,0.01255085272570782,Other Types
Renal Cell Carcinoma,Regulation Of Signaling By CBL R-HSA-912631,14.540466269624925,0.00039141883334676755,Other Types
Renal Cell Carcinoma,MET Receptor Recycling R-HSA-8875656,6.369654218087007,0.014972341370147286,Other Types
Renal Cell Carcinoma,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,15.278903423943635,0.0002905152686157149,Other Types
Renal Cell Carcinoma,Assembly Of HIV Virion R-HSA-175474,4.117534021466738,0.04800619767155399,Other Types
Renal Cell Carcinoma,Signaling By ERBB2 R-HSA-1227986,12.661297657195824,0.0008526931485426075,Other Types
Renal Cell Carcinoma,"Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998",6.115397217393244,0.016993866922741956,Other Types
Renal Cell Carcinoma,Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136,21.117672926551702,3.149426588407475e-05,Other Types
Renal Cell Carcinoma,Interferon Signaling R-HSA-913531,6.705713175072706,0.012685169975900386,Other Types
Renal Cell Carcinoma,JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,4.871278714822851,0.03212230635368653,Other Types
Renal Cell Carcinoma,Interleukin-12 Signaling R-HSA-9020591,20.829103995493575,3.496963991344284e-05,Other Types
Renal Cell Carcinoma,Transport Of Ribonucleoproteins Into Host Nucleus R-HSA-168271,8.418358978718977,0.00559225965177935,Other Types
Renal Cell Carcinoma,RAF-independent MAPK1/3 Activation R-HSA-112409,13.139392492165724,0.0006974786934835522,Other Types
Renal Cell Carcinoma,Kinesins R-HSA-983189,24.09973990440552,1.0977506076611141e-05,Other Types
Renal Cell Carcinoma,GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194,8.951792518108173,0.004367428183336636,Other Types
Renal Cell Carcinoma,MET Activates PTK2 Signaling R-HSA-8874081,8.883544834879759,0.004506900472398451,Other Types
Renal Cell Carcinoma,Translation Of Replicase And Assembly Of Replication Transcription Complex R-HSA-9679504,16.863370582490326,0.00015537201287653158,Other Types
Renal Cell Carcinoma,Protein Ubiquitination R-HSA-8852135,18.973144633017483,6.939400283680145e-05,Other Types
Renal Cell Carcinoma,COPII-mediated Vesicle Transport R-HSA-204005,9.848436587966113,0.0029042786046279117,Other Types
Renal Cell Carcinoma,ERBB2 Regulates Cell Motility R-HSA-6785631,6.392131071442376,0.014806412866672537,Other Types
Renal Cell Carcinoma,"Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988",21.221897902330515,3.0329472326226935e-05,Other Types
Renal Cell Carcinoma,Negative Regulation Of MAPK Pathway R-HSA-5675221,4.278458326657877,0.04400840614656109,Other Types
Renal Cell Carcinoma,PI3K/AKT Signaling In Cancer R-HSA-2219528,8.541129975937626,0.005281330465815492,Other Types
Renal Cell Carcinoma,"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",12.030280958094753,0.0011151132152961585,Other Types
Renal Cell Carcinoma,Cilium Assembly R-HSA-5617833,22.926410304269854,1.6521419265175488e-05,Other Types
Renal Cell Carcinoma,Cargo Trafficking To Periciliary Membrane R-HSA-5620920,8.77956767904225,0.004728507350462155,Other Types
Renal Cell Carcinoma,Platelet Degranulation R-HSA-114608,4.540781909862104,0.03824619978122254,Other Types
Renal Cell Carcinoma,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,15.355824336130556,0.0002817002848817812,Other Types
Renal Cell Carcinoma,Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274,7.017338015278277,0.010894876124919111,Other Types
Renal Cell Carcinoma,NEP/NS2 Interacts With Cellular Export Machinery R-HSA-168333,7.017338015278277,0.010894876124919111,Other Types
Renal Cell Carcinoma,RHOQ GTPase Cycle R-HSA-9013406,5.36565006802459,0.02485236091874239,Other Types
Renal Cell Carcinoma,Retrograde Transport At Trans-Golgi-Network R-HSA-6811440,7.36836694359242,0.009194877820764781,Other Types
Renal Cell Carcinoma,Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955,6.488752908182265,0.014115145148198057,Other Types
Renal Cell Carcinoma,RAF Activation R-HSA-5673000,7.26474104765912,0.00966528872849834,Other Types
Renal Cell Carcinoma,Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943,30.758625357077264,1.2279826017036608e-06,Renal Cell Carcinoma
Renal Cell Carcinoma,NS1 Mediated Effects On Host Pathways R-HSA-168276,9.012299136402937,0.004247586347407612,Other Types
Renal Cell Carcinoma,Membrane Binding And Targetting Of GAG Proteins R-HSA-174490,6.125349324403924,0.01690948565671524,Other Types
Renal Cell Carcinoma,Apoptotic Factor-Mediated Response R-HSA-111471,14.507721072999473,0.0003966669556335591,Renal Cell Carcinoma
Renal Cell Carcinoma,MAP2K And MAPK Activation R-HSA-5674135,8.280649870451617,0.005964199334748991,Other Types
Renal Cell Carcinoma,rRNA Processing R-HSA-72312,4.737141138815974,0.0344694171326712,Renal Cell Carcinoma
Renal Cell Carcinoma,VxPx Cargo-Targeting To Cilium R-HSA-5620916,13.313691390562184,0.0006485326864538582,Other Types
Renal Cell Carcinoma,Signaling By EGFR R-HSA-177929,14.782015717195605,0.00035488428011854064,Other Types
Renal Cell Carcinoma,Signaling By Erythropoietin R-HSA-9006335,12.856669031913054,0.0007852875177524556,Other Types
Renal Cell Carcinoma,RHOA GTPase Cycle R-HSA-8980692,8.100785109932286,0.006489871634253685,Other Types
Renal Cell Carcinoma,Interferon Alpha/Beta Signaling R-HSA-909733,19.542663617246046,5.6105259444061564e-05,Other Types
Renal Cell Carcinoma,Disorders Of Developmental Biology R-HSA-9675151,11.047712225396374,0.0017059894173827115,Other Types
Renal Cell Carcinoma,Interleukin-12 Family Signaling R-HSA-447115,20.399746871452884,4.090052966411079e-05,Other Types
Renal Cell Carcinoma,IkBA Variant Leads To EDA-ID R-HSA-5603029,7.6088779108688485,0.00819422367926722,Other Types
Renal Cell Carcinoma,G Alpha (S) Signaling Events R-HSA-418555,10.93505779692786,0.0017922895497340843,Other Types
Renal Cell Carcinoma,NCAM Signaling For Neurite Out-Growth R-HSA-375165,7.657120267779254,0.008007798144293464,Other Types
Renal Cell Carcinoma,Signal Amplification R-HSA-392518,8.763178627459492,0.004764474794853388,Other Types
Renal Cell Carcinoma,Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957,7.062637509308483,0.010657871124443054,Other Types
Renal Cell Carcinoma,Interleukin-17 Signaling R-HSA-448424,10.862084205892215,0.0018506333349997087,Other Types
Renal Cell Carcinoma,MAP Kinase Activation R-HSA-450294,10.862084205892215,0.0018506333349997087,Other Types
Renal Cell Carcinoma,Signaling By NTRK1 (TRKA) R-HSA-187037,6.108467655636316,0.017052886458535352,Other Types
Renal Cell Carcinoma,Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854,9.921609701577777,0.002810290678699353,Other Types
Renal Cell Carcinoma,Biological Oxidations R-HSA-211859,25.273410168029866,7.346214632919826e-06,Renal Cell Carcinoma
Renal Cell Carcinoma,Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,5.410512040055252,0.024286321994327748,Other Types
Renal Cell Carcinoma,G Alpha (Q) Signaling Events R-HSA-416476,13.089388475406093,0.0007122249982021071,Other Types
Renal Cell Carcinoma,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,15.045492364490698,0.00031907667070594744,Other Types
Renal Cell Carcinoma,MAPK3 (ERK1) Activation R-HSA-110056,13.255544859180882,0.0006644477648937605,Other Types
Renal Cell Carcinoma,GPER1 Signaling R-HSA-9634597,9.281612498556497,0.0037547853623181434,Other Types
Renal Cell Carcinoma,Negative Regulation Of PI3K/AKT Network R-HSA-199418,8.027464744390029,0.006718035385448265,Other Types
Renal Cell Carcinoma,Tight Junction Interactions R-HSA-420029,6.231289335747882,0.016038481828618837,Other Types
Renal Cell Carcinoma,Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107,8.32413919785219,0.005843989416263751,Other Types
Renal Cell Carcinoma,Cyclin A/B1/B2 Associated Events During G2/M Transition R-HSA-69273,22.794265526870742,1.730798125795701e-05,Other Types
Renal Cell Carcinoma,HCMV Infection R-HSA-9609646,6.933882488253069,0.011346307976817533,Other Types
Renal Cell Carcinoma,Mitotic Spindle Checkpoint R-HSA-69618,15.093987044490193,0.000312909410216822,Other Types
Renal Cell Carcinoma,Vitamin B5 (Pantothenate) Metabolism R-HSA-199220,16.367936208671754,0.0001885835694951672,Renal Cell Carcinoma
Renal Cell Carcinoma,Diseases Associated With N-glycosylation Of Proteins R-HSA-3781860,7.138978309772879,0.010270772960955965,Other Types
Renal Cell Carcinoma,Interleukin-6 Signaling R-HSA-1059683,14.695623238215395,0.000367522568749258,Other Types
Renal Cell Carcinoma,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,12.413023947249519,0.0009472256175002466,Other Types
Renal Cell Carcinoma,Depolymerisation Of Nuclear Lamina R-HSA-4419969,17.151492116240206,0.00013892903242336966,Other Types
Renal Cell Carcinoma,Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1 R-HSA-113501,33.30280943915695,5.602376499086175e-07,Other Types
Renal Cell Carcinoma,SUMOylation Of RNA Binding Proteins R-HSA-4570464,9.74299140140515,0.0030455883780729693,Other Types
Renal Cell Carcinoma,ISG15 Antiviral Mechanism R-HSA-1169408,8.208936411155957,0.006168174255411226,Other Types
Renal Cell Carcinoma,EGFR Downregulation R-HSA-182971,8.559031088567897,0.005237543896074584,Other Types
Renal Cell Carcinoma,APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409,14.18306251211676,0.00045287366854867,Other Types
Renal Cell Carcinoma,Inactivation Of APC/C Via Direct Inhibition Of APC/C Complex R-HSA-141430,17.341221565841412,0.00012910414614021698,Other Types
Renal Cell Carcinoma,TRAF6 Mediated NF-kB Activation R-HSA-933542,8.469836732269256,0.005459593604402152,Other Types
Renal Cell Carcinoma,Nonhomologous End-Joining (NHEJ) R-HSA-5693571,6.812324490803189,0.012039788799719264,Renal Cell Carcinoma
Renal Cell Carcinoma,MHC Class II Antigen Presentation R-HSA-2132295,9.814740354662321,0.002948668846951792,Other Types
